original_trackName,original_artistName,original_year,sp_streams,PC1,PC2,cluster
Lose Control,Teddy Swims,2024,1799863199.0,6.463146107077315,-2.8354942639096405,1
A Bar Song (Tipsy),Shaboozey,2024,1286612538.0,2.4479106164993225,2.5516817381253065,3
Beautiful Things,Benson Boone,2024,2163116296.0,7.485172307559453,-2.3201946163952205,1
I Had Some Help,Post Malone Featuring Morgan Wallen,2024,1103650283.0,1.3941853024281696,-3.2952759329436594,2
Lovin On Me,Jack Harlow,2024,922806716.0,2.9371829933656013,2.3074371486156893,3
Not Like Us,Kendrick Lamar,2024,1502360371.0,5.397017333188912,-2.4065008981932263,1
Espresso,Sabrina Carpenter,2024,2267567762.0,6.4345309856151545,-1.3574724432346088,1
Million Dollar Baby,Tommy Richman,2024,1211328574.0,3.1874966567357137,2.586388128627772,3
I Remember Everything,Zach Bryan Featuring Kacey Musgraves,2024,1090015749.0,0.8906539787136287,-2.767220305172731,2
Too Sweet,Hozier,2024,1507173999.0,2.8684437960181977,-2.732120689253214,1
Stick Season,Noah Kahan,2024,1513545767.0,2.519535714940847,-3.4970355988302013,1
Cruel Summer,Taylor Swift,2024,2908061119.0,5.441389496952478,-3.4310240375989154,1
Greedy,Tate McRae,2024,1804944825.0,4.554401211531202,-2.377080087081023,1
Like That,"Future, Metro Boomin & Kendrick Lamar",2024,1134557754.0,2.531566078831294,0.48197415354710194,3
Birds Of A Feather,Billie Eilish,2024,2607371967.0,8.417841468276192,-2.500838395395384,1
Please Please Please,Sabrina Carpenter,2024,1444375383.0,2.4117873082712302,0.9037076610825066,3
Agora Hills,Doja Cat,2024,743410070.0,0.5764181922402476,-2.98341160699616,2
"Good Luck, Babe!",Chappell Roan,2024,1548851306.0,4.161589387198657,-2.0263652361286857,1
Saturn,SZA,2024,853540160.0,1.0878696868221287,-3.726893227772005,2
Snooze,SZA,2024,1560173701.0,1.8647110866818553,0.1914149645871063,3
Paint The Town Red,Doja Cat,2024,1369375466.0,2.677279372335971,3.6585994166943845,3
Fortnight,Taylor Swift Featuring Post Malone,2024,932167268.0,1.057638073462348,-4.580331712808781,2
Fast Car,Luke Combs,2024,783800720.0,0.056260293433311834,-1.4855240419976945,2
Water,Tyla,2024,1101991064.0,4.029690819660974,-1.7853839518520127,1
Feather,Sabrina Carpenter,2024,2607371967.0,8.297249775313329,-2.3845424702492757,1
We Can't Be Friends (Wait For Your Love),Ariana Grande,2024,1423696847.0,3.1353620336731085,-4.307474990308168,1
Austin,Dasha,2024,863207764.0,2.6649746545880704,-3.098648451827518,1
Last Night,Morgan Wallen,2024,1496491746.0,-0.02928094176154506,1.9004168647385993,3
Cowgirls,Morgan Wallen Featuring ERNEST,2024,585458030.0,-3.1439084035429787,-1.9892953301457768,2
Pink Skies,Zach Bryan,2024,502523947.0,-0.2363401177263988,-2.7320210644933174,2
Thinkin' Bout Me,Morgan Wallen,2024,647501691.0,-2.853586413949988,-5.225242644918903,2
Texas Hold 'Em,Beyonce,2024,673774633.0,1.2784104714199294,1.5628233225392494,3
Is It Over Now? (Taylor's Version) [From The Vault],Taylor Swift,2024,525607584.0,-0.32383178450040595,-5.516771658211335,2
Miles On It,Marshmello & Kane Brown,2024,289650582.0,-1.6274478259406921,-1.2918446194843634,2
I Can Do It With A Broken Heart,Taylor Swift,2024,662788310.0,0.2876848489702651,-5.161999626205142,2
Wild Ones,Jessie Murph & Jelly Roll,2024,1050476826.0,0.19300265271184638,3.2124974568321436,3
Ain't No Love In Oklahoma,Luke Combs,2024,351511912.0,-2.8404799448049545,-4.4519120833654,2
Carnival,Â¥$: Ye & Ty Dolla $ign Featuring Rich The Kid & Playboi Carti,2024,757385215.0,-1.1287047654510756,1.4715526152631437,0
Houdini,Eminem,2024,636925445.0,-0.15406851600917823,-1.573435452694875,2
Wanna Be,GloRilla & Megan Thee Stallion,2024,3060888083.0,2.7966953772018903,-2.6752877872555865,1
Slow It Down,Benson Boone,2024,774252019.0,-0.437369199748222,-3.3104583929039193,2
Redrum,21 Savage,2024,705130350.0,-0.07999205773028957,-0.8562231094412481,2
Houdini,Dua Lipa,2024,636925445.0,-0.15406851600917823,-1.573435452694875,2
Yeah Glo!,GloRilla,2024,273194019.0,-2.5165825128404964,0.2425074801284927,0
Rich Baby Daddy,Drake Featuring Sexyy Red & SZA,2024,554176488.0,-1.6653330382429745,2.917138711608133,0
What Was I Made For?,Billie Eilish,2024,1327133262.0,3.6168704660224087,-0.6093941357088519,1
End Of Beginning,Djo,2024,1509041293.0,2.6982999557556937,-2.5541106895602,1
Lunch,Billie Eilish,2024,796200563.0,1.3136954834573868,-2.5688240971950616,2
Never Lose Me,Flo Milli,2024,486394944.0,-1.2316904750312114,1.3097675559245145,0
Lies Lies Lies,Morgan Wallen,2024,1014555306.0,-1.8823123506068353,-0.16029648879016714,0
Type Shit,"Future, Metro Boomin, Travis Scott & Playboi Carti",2024,566574359.0,-2.1261494610724148,2.173818880465005,0
Gata Only,FloyyMenor X Cris Mj,2024,1627945239.0,1.8462570818043684,2.9571569847651453,3
Hot To Go!,Chappell Roan,2024,693186197.0,-0.941960508015403,3.257491707580353,0
All I Want For Christmas Is You,Mariah Carey,2024,2176064292.0,7.382647383281282,4.919262906233929,3
Get It Sexyy,Sexyy Red,2024,242187271.0,-2.070724841842126,1.6695989070722292,0
Made For Me,Muni Long,2024,245314706.0,-0.8340249489690892,-2.972867229889674,2
Vampire,Olivia Rodrigo,2024,1359501187.0,1.0489325209644536,-3.0742050238146614,2
Whatever She Wants,Bryson Tiller,2024,388619811.0,-1.8650468999385867,1.517693160630536,0
Rockin' Around The Christmas Tree,Brenda Lee,2024,1291513569.0,2.5551305159046334,1.4743443905417846,3
Pretty Little Poison,Warren Zeiders,2024,281584343.0,-2.991980384497193,-3.134227761720193,2
First Person Shooter,Drake Featuring J. Cole,2024,430493395.0,-1.9378277240746469,0.7494094833080235,0
Die With A Smile,Lady Gaga & Bruno Mars,2024,2537586260.0,8.522135350886996,-3.2652802713266804,1
I Like The Way You Kiss Me,Artemas,2024,1292810086.0,3.8618978625323903,-2.005901893911498,1
Need A Favor,Jelly Roll,2024,260796916.0,-1.1031959018210578,-3.360510992650048,2
Save Me,Jelly Roll With Lainey Wilson,2024,351500387.0,-2.306129853451478,-2.4106860916305304,2
Euphoria,Kendrick Lamar,2024,388623066.0,-1.1796981135953908,-2.309506556099391,2
Truck Bed,HARDY,2024,321608285.0,-3.0218851262547353,0.6252526693400362,0
Jingle Bell Rock,Bobby Helms,2024,1219213963.0,-0.3241177347249524,3.5295464352785957,3
Flowers,Miley Cyrus,2024,2545459039.0,8.269348364608936,1.6555048777441526,1
Where The Wild Things Are,Luke Combs,2024,424508563.0,-2.845095275807522,-3.8006059462555464,2
Everybody,Nicki Minaj Featuring Lil Uzi Vert,2024,2085617957.0,2.5631759936980805,2.62477874818472,3
La Diabla,Xavi,2024,900437098.0,-1.1616942524115033,2.5804701874490483,0
Stargazing,Myles Smith,2024,795604012.0,2.2493979750558197,0.24169355815160412,3
Last Christmas,Wham!,2024,1878672057.0,1.584397928210562,3.2873414629368303,3
I Am Not Okay,Jelly Roll,2024,125060926.0,-2.2175492529416494,-2.714419261365113,2
Pour Me A Drink,Post Malone Featuring Blake Shelton,2024,195823340.0,-1.4150098638678938,0.9388239733944393,0
White Horse,Chris Stapleton,2024,288231528.0,-2.227093015262871,-1.9159368790924505,2
Lil Boo Thang,Paul Russell,2024,386986161.0,1.1839023890014941,-1.4432286657244826,2
Good Good,"Usher, Summer Walker & 21 Savage",2024,2094077589.0,6.114665928163343,3.5949797713008005,3
Act II: Date @ 8,4batz Featuring Drake,2024,219498672.0,-2.8902743033615383,3.002799649754504,0
High Road,Koe Wetzel & Jessie Murph,2024,216587930.0,-1.533766276831585,-2.320080066869976,2
Monaco,Bad Bunny,2024,631673063.0,-0.4735853560504981,3.1755479840481864,3
IDGAF,Drake Featuring Yeat,2024,1728269122.0,1.1502299132273166,-0.7967333868698205,2
Burn It Down,Parker McCollum,2024,579948083.0,-1.781624973553802,-0.5648265437942995,2
Fukumean,Gunna,2024,1080260010.0,1.2310661766009132,-0.5495532660365752,2
Taste,Sabrina Carpenter,2024,1479574244.0,0.08404709683416875,2.168824498129062,3
Where It Ends,Bailey Zimmerman,2024,307100360.0,-2.2960998037754003,-3.087713767426564,2
FTCU,Nicki Minaj,2024,230581892.0,-3.2320794653146017,2.810563147438124,0
Wildflower,Billie Eilish,2024,1231368406.0,2.8468494013444343,-1.988504979962248,1
World On Fire,Nate Smith,2024,193915058.0,-2.576690205346161,-2.966688856548602,2
On My Mama,Victoria Monet,2024,170889652.0,-2.6218547989317744,0.3232968622273971,0
"Yes, And?",Ariana Grande,2024,638299922.0,-0.8233153576457785,-0.9186677269974868,2
Exes,Tate McRae,2024,611584349.0,-1.1188227075241985,-2.3058346623894264,2
A Holly Jolly Christmas,Burl Ives,2024,513109900.0,-2.267508571264016,1.095956112975187,0
Wind Up Missin' You,Tucker Wetmore,2024,289821457.0,-2.43198445377201,-3.501386463527124,2
Bulletproof,Nate Smith,2024,392057378.0,-0.944766506714047,-0.35741943115017394,2
FE!N,Travis Scott Featuring Playboi Carti,2024,1309882475.0,1.182661471583208,-1.685430039166636,2
The Painter,Cody Johnson,2024,212877852.0,-3.2606332071931825,-2.572332972533674,2
Down Bad,Taylor Swift,2024,435430909.0,-1.6601998536881435,-5.664948972029686,2
Dance The Night,Dua Lipa,2024,1127064649.0,2.0939218602502168,-1.2875635540912558,1
Kill Bill,SZA,2023,2494931628.0,3.1404893801662697,-2.7311581026529477,1
Anti-Hero,Taylor Swift,2023,1838287650.0,4.263004594993598,-4.176015550168751,1
Creepin',"Metro Boomin, The Weeknd & 21 Savage",2023,1585487233.0,3.0166733091801925,-3.172891288948535,1
Calm Down,Rema & Selena Gomez,2023,1663485815.0,3.546512776151205,2.172232460922216,3
Die For You,The Weeknd & Ariana Grande,2023,2799012951.0,2.611451856004076,-4.838856628960363,1
I'm Good (Blue),David Guetta & Bebe Rexha,2023,2094077589.0,6.109150397796379,3.6148649532780346,3
Unholy,Sam Smith & Kim Petras,2023,1775487119.0,3.0966483224338903,1.9328293529541583,3
You Proof,Morgan Wallen,2023,859686506.0,-2.918683538677898,-4.851253576696703,2
Something In The Orange,Zach Bryan,2023,1270026294.0,1.0367140418357141,-3.0179485465858944,2
Rich Flex,Drake & 21 Savage,2023,912478821.0,-0.634031273567444,2.02790264173134,0
As It Was,Harry Styles,2023,3891364159.0,11.407186826857185,-1.108148900261613,1
Rock And A Hard Place,Bailey Zimmerman,2023,577998572.0,-0.6409883505097778,-4.297419773904126,2
Under The Influence,Chris Brown,2023,1592805816.0,2.293340311158865,-2.748411284028747,1
"Boy's A Liar, Pt. 2",PinkPantheress & Ice Spice,2023,972230428.0,1.7743957431883974,1.1857245614130112,3
Favorite Song,Toosii,2023,240446907.0,-1.7855609321431474,-2.4916668739426884,2
Thought You Should Know,Morgan Wallen,2023,450088386.0,-3.5212648631399315,-1.2298969647205087,2
Thank God,Kane Brown With Katelyn Brown,2023,205005854.0,-3.302233582047434,-0.6671827553078765,0
Sure Thing,Miguel,2023,1766368930.0,2.436953857671858,-1.5388738144019012,1
All My Life,Lil Durk Featuring J. Cole,2023,409288115.0,-1.3817183368005244,1.4125912863337213,0
Ella Baila Sola,Eslabon Armado X Peso Pluma,2023,1410779735.0,0.8054995553808305,2.1259752697029923,3
Karma,Taylor Swift Featuring Ice Spice,2023,924266364.0,-0.34364120789537284,-4.679705898856976,2
Just Wanna Rock,Lil Uzi Vert,2023,782986160.0,0.8085465437536559,-1.4802448357727709,2
Cuff It,Beyonce,2023,893374654.0,1.9159852379750644,2.3642372208973446,3
Lavender Haze,Taylor Swift,2023,821934323.0,-0.5023674702446697,-5.219993483807259,2
Players,Coi Leray,2023,523920876.0,-0.20529206785379048,1.8661927015845412,3
Love You Anyway,Luke Combs,2023,220174923.0,-3.2271090738536388,-5.295928372580692,2
One Thing At A Time,Morgan Wallen,2023,302020285.0,-3.875236587679607,-4.329465881656453,2
Superhero (Heroes & Villains),"Metro Boomin, Future & Chris Brown",2023,906218689.0,-1.245439380844963,0.6142504808444624,0
Bad Habit,Steve Lacy,2023,1942050181.0,6.763411427992244,2.5016288835331246,1
La Bebe,Yng Lvcas x Peso Pluma,2023,1247734250.0,-0.2616158761477429,2.88688707070742,3
Golden Hour,JVKE,2023,1362575794.0,0.48632772322504053,0.12209592315572926,3
Religiously,Bailey Zimmerman,2023,337841412.0,-2.1482865020635487,-3.988141080790831,2
Spin Bout U,Drake & 21 Savage,2023,447812934.0,-1.6997210628389625,-2.40236355510079,2
Cupid,Fifty Fifty,2023,992402319.0,1.0903737429384313,-2.510682085998531,2
Search & Rescue,Drake,2023,402062836.0,-1.1849242511962412,-1.1344128855007745,2
Barbie World,Nicki Minaj & Ice Spice With Aqua,2023,539439955.0,-1.8594919499249243,4.090288471920034,0
Next Thing You Know,Jordan Davis,2023,343170263.0,-3.1838923067266904,-3.87365724416905,2
Escapism,RAYE Featuring 070 Shake,2023,1019139637.0,0.7971410836684322,2.3402118577759277,3
Un x100to,Grupo Frontera X Bad Bunny,2023,1305865564.0,0.9098877236198054,0.0012636952794595172,3
Until I Found You,Stephen Sanchez,2023,1290612177.0,1.5736066347434112,-2.5163042103075344,2
Shirt,SZA,2023,590068460.0,-1.649628327508262,-0.5260028803957536,2
Made You Look,Meghan Trainor,2023,1317389566.0,1.5662248743779534,-3.639911444755509,2
Wait In The Truck,HARDY Featuring Lainey Wilson,2023,170742519.0,-3.4247777683422758,-3.74394343973877,2
Everything I Love,Morgan Wallen,2023,227095156.0,-3.644141819886806,-5.262554073730802,2
Chemical,Post Malone,2023,1937.0,-5.335682990779928,2.7372034159997964,0
Heart Like A Truck,Lainey Wilson,2023,221561656.0,-1.815155589060502,-2.987235022703551,2
"Going, Going, Gone",Luke Combs,2023,304202338.0,-3.551255013548283,-4.940708945527703,2
Dancin' In The Country,Tyler Hubbard,2023,203338400.0,-3.0398513649135586,1.470097065452839,0
Daylight,David Kushner,2023,1499645521.0,2.7765240404567475,-0.7435755556982363,1
Lift Me Up,Rihanna,2023,429482275.0,0.15206023134823335,-2.498762793996429,2
Eyes Closed,Ed Sheeran,2023,446604651.0,0.4951925364473795,-1.870738530016259,2
TQG,Karol G x Shakira,2023,1286731970.0,1.620212854663419,2.492196644121643,3
Try That In A Small Town,Jason Aldean,2023,92032582.0,-3.460641517916959,0.13887804838506193,0
Tennessee Orange,Megan Moroney,2023,375405979.0,-2.185005788361803,-2.577846211494622,2
Princess Diana,Ice Spice & Nicki Minaj,2023,259581813.0,-2.8867760875082613,3.6262737416181365,0
Tomorrow 2,GloRilla & Cardi B,2023,206089899.0,-2.6703256262785775,2.004095741901788,0
Where She Goes,Bad Bunny,2023,850629169.0,-1.44627381372952,3.1747781073468184,0
Bebe Dame,Fuerza Regida X Grupo Frontera,2023,670414917.0,-1.2113860519122268,0.86900031206604,0
I Like You (A Happier Song),Post Malone Featuring Doja Cat,2023,946594112.0,0.9416524724344089,0.5452051344047127,3
What It Is (Block Boy),Doechii Featuring Kodak Black,2023,129690009.0,-2.383851444631449,1.4393405739233078,0
Nobody Gets Me,SZA,2023,988389347.0,-0.12259727548614725,-2.0811676642873804,2
Rich Men North Of Richmond,Oliver Anthony Music,2023,298182050.0,-2.29624736542363,1.223076678283907,0
Super Freaky Girl,Nicki Minaj,2023,621548946.0,0.5747511667268679,3.960545928614419,3
Dial Drunk,Noah Kahan With Post Malone,2023,461002610.0,-1.8177270858889785,-0.07572748710265075,0
Seven,Jung Kook Featuring Latto,2023,1943443031.0,1.9114043728339836,0.6036839126436747,3
Wait For U,Future Featuring Drake & Tems,2023,1076862685.0,1.0815579196817386,1.4799093326932535,3
Handle On You,Parker McCollum,2023,143127723.0,-2.9164109789736488,-2.409969424188523,2
Por Las Noches,Peso Pluma,2023,619574494.0,-2.0617245472029326,1.3232622131567886,0
Memory Lane,Old Dominion,2023,182725805.0,-3.2185407940321067,0.5900786089807396,0
Bury Me In Georgia,Kane Brown,2023,32884986.0,-5.167821032759309,-0.32336586095704317,0
PRC,Peso Pluma X Natanael Cano,2023,761406848.0,-2.1959730158063446,1.7188433372515015,0
What My World Spins Around,Jordan Davis,2023,306939356.0,-3.7099248011584867,-3.02046718185434,2
Ain't That Some,Morgan Wallen,2023,327697490.0,-4.3565984607289225,-1.7917991423843143,2
Wild As Her,Corey Kent,2023,244788532.0,-3.113751303823857,-1.5058221012781057,2
Peaches & Eggplants,Young Nudy Featuring 21 Savage,2023,203638427.0,-3.272946376463135,1.2879386753951623,0
I Wrote The Book,Morgan Wallen,2023,177486425.0,-4.520653631176926,-1.434472310197745,2
"Bzrp Music Sessions, Vol. 53",Bizarrap & Shakira,2023,1077169028.0,2.2343957604094675,-0.0378530537991141,1
Meltdown,Travis Scott Featuring Drake,2023,444827737.0,-2.4996765633860947,2.094564330179299,0
Put It On Da Floor Again,Latto Featuring Cardi B,2023,78494406.0,-3.9322245059281875,2.4653715748281164,0
Bloody Mary,Lady Gaga,2023,667483581.0,0.5456149654088104,-2.2544319905808194,2
Watermelon Moonshine,Lainey Wilson,2023,198964064.0,-2.8156589131096124,1.4085017350871425,0
Heat Waves,Glass Animals,2022,3398050480.0,8.713980664548648,1.9335226204994371,1
Stay,The Kid LAROI & Justin Bieber,2022,3560780532.0,13.931363461497268,-0.016082059135665745,1
Easy On Me,Adele,2022,2156611313.0,5.690735137278281,-1.0151332296439128,1
Shivers,Ed Sheeran,2022,1842325917.0,5.399399476143917,-1.4648889547014268,1
First Class,Jack Harlow,2022,913399196.0,2.4099072814076705,1.4206278589744756,3
Big Energy,Latto,2022,365319869.0,-1.4771907407994376,1.3825858016392119,0
Ghost,Justin Bieber,2022,1944261329.0,4.651041968958775,-4.298782712018447,1
Super Gremlin,Kodak Black,2022,480243119.0,-1.4794229014649447,0.49085378275799796,0
Cold Heart (PNAU Remix),Elton John & Dua Lipa,2022,2387152787.0,6.771937346523069,-0.5632701008911132,1
About Damn Time,Lizzo,2022,924137887.0,3.2888844522818212,2.8339755236542885,3
Thats What I Want,Lil Nas X,2022,1151297331.0,1.7826906764585522,-2.3382563231077693,2
Enemy,Imagine Dragons X JID,2022,1785522487.0,2.877525479879404,-1.4225783051586685,1
Industry Baby,Lil Nas X & Jack Harlow,2022,2170904100.0,5.411659382936653,1.142448911372942,1
abcdefu,GAYLE,2022,1214834586.0,4.5394942862683285,-0.6520045300289934,1
Need To Know,Doja Cat,2022,1311121743.0,1.7440801777094432,-0.7148604074862577,1
Wasted On You,Morgan Wallen,2022,900453360.0,-2.4020277615301033,-4.965883019244672,2
Me Porto Bonito,Bad Bunny & Chencho Corleone,2022,2059890281.0,2.142814958206916,4.6790679566448246,3
Woman,Doja Cat,2022,1897925971.0,3.7326351597621255,2.2665905876523684,3
Titi Me Pregunto,Bad Bunny,2022,1735703165.0,2.0506731796331876,5.178991603727962,3
Running Up That Hill (A Deal With God),Kate Bush,2022,1393583051.0,5.007292844128637,-1.6949962810943666,1
We Don't Talk About Bruno,"Carolina Gaitan, Mauro Castillo, Adassa, Rhenzy Feliz, Diane Guerrero, Stephanie Beatriz & Encanto Cast",2022,565631115.0,0.03155236280068459,-1.8905183662656462,2
Late Night Talking,Harry Styles,2022,1084679543.0,1.218107111640035,-2.4896559902526034,2
Sunroof,Nicky Youre & dazy,2022,1173062323.0,0.45918442349773453,0.6082681627511404,3
One Right Now,Post Malone & The Weeknd,2022,703819268.0,-0.43765078057928836,-3.844657236216375,2
Numb Little Bug,Em Beihold,2022,434766587.0,-1.100444106660153,-3.3444597585174303,2
'Til You Can't,Cody Johnson,2022,330373137.0,-2.463081108870769,0.30050701052035944,0
Fancy Like,Walker Hayes,2022,378619573.0,-1.3121481110367381,0.5225520468297263,0
The Kind Of Love We Make,Luke Combs,2022,634908542.0,-2.2377709457078754,-4.651647774105661,2
I Ain't Worried,OneRepublic,2022,1997107644.0,3.8613813777397503,0.27275981879235794,1
Break My Soul,Beyonce,2022,487568724.0,0.32632227603491354,-1.248681773930381,2
Save Your Tears,The Weeknd & Ariana Grande,2022,2362691945.0,4.879193642048798,-3.9578837016944797,1
Smokin Out The Window,Silk Sonic (Bruno Mars & Anderson .Paak),2022,539959327.0,-0.037850796655547754,-2.9636010715647902,2
Levitating,Dua Lipa,2022,2329818373.0,4.758055506129488,3.63338342195708,3
In A Minute,Lil Baby,2022,198686834.0,-3.1514920842634626,-1.6226255544997379,2
Moscow Mule,Bad Bunny,2022,1330821166.0,0.297168721207994,5.178819098772964,3
You Right,Doja Cat & The Weeknd,2022,952335033.0,0.5309620357057421,-3.8913423363016006,2
She Had Me At Heads Carolina,Cole Swindell,2022,302323300.0,-2.0174149073242247,0.38628686888509906,0
Pushin P,Gunna & Future Featuring Young Thug,2022,405044208.0,-2.020972087015169,1.6967954352845547,0
Buy Dirt,Jordan Davis Featuring Luke Bryan,2022,611147401.0,-3.077357725858555,-0.4544482390849733,0
I Hate U,SZA,2022,1489736518.0,-0.1650408600639597,-2.0542326680530314,2
Boyfriend,Dove Cameron,2022,646427245.0,0.19102919388416104,-2.6537043826934137,2
Glimpse Of Us,Joji,2022,1531429211.0,3.0595570175212914,-1.0379365285484776,1
Surface Pressure,Jessica Darrow,2022,363000671.0,-1.2445114981587186,-2.6010704885373093,2
